antecedent,consequent,confidence,lift,support
"[""Organic Yellow Onion""]","[""Organic Cucumber""]",0.097435897,2.771399668,0.003185757
"[""Organic Cucumber""]","[""Organic Yellow Onion""]",0.090613484,2.771399668,0.003185757
"[""Raspberries"",""Organic Blueberries""]","[""Organic Strawberries""]",0.229965157,2.769735474,0.001006029
"[""Organic Grape Tomatoes"",""Organic Baby Spinach""]","[""Organic Strawberries""]",0.22995283,2.769587011,0.001486179
"[""Large Lemon"",""Banana""]","[""Organic Zucchini""]",0.096848934,2.769111311,0.001592879
"[""Organic Raspberries""]","[""Organic Sticks Low Moisture Part Skim Mozzarella String Cheese""]",0.028308691,2.767775731,0.001196564
"[""Organic Sticks Low Moisture Part Skim Mozzarella String Cheese""]","[""Organic Raspberries""]",0.116989568,2.767775731,0.001196564
"[""Organic Broccoli""]","[""Organic Zucchini""]",0.096793708,2.767532292,0.001219429
"[""Organic Zucchini""]","[""Organic Broccoli""]",0.034865984,2.767532292,0.001219429
"[""Yellow Bell Pepper""]","[""Large Lemon""]",0.171526587,2.766543565,0.001524286
"[""Large Lemon""]","[""Yellow Bell Pepper""]",0.024585126,2.766543565,0.001524286
"[""Organic Gala Apples"",""Organic Avocado""]","[""Banana""]",0.394658754,2.765287857,0.00101365
"[""Large Lemon"",""Banana""]","[""Small Hass Avocado""]",0.065338276,2.762800477,0.001074621
"[""Bartlett Pears""]","[""Strawberries""]",0.136702568,2.762027609,0.001257536
"[""Strawberries""]","[""Bartlett Pears""]",0.025408069,2.762027609,0.001257536
"[""Organic Broccoli""]","[""Organic Grape Tomatoes""]",0.08045977,2.761455919,0.00101365
"[""Organic Grape Tomatoes""]","[""Organic Broccoli""]",0.034789432,2.761455919,0.00101365
"[""Jalapeno Peppers""]","[""Organic Avocado""]",0.155871511,2.760392108,0.002255943
"[""Organic Avocado""]","[""Jalapeno Peppers""]",0.03995141,2.760392108,0.002255943
"[""Fresh Cauliflower""]","[""Red Peppers""]",0.061109015,2.760087026,0.001234671
"[""Red Peppers""]","[""Fresh Cauliflower""]",0.055765921,2.760087026,0.001234671
"[""Organic Romaine Lettuce""]","[""Organic Hass Avocado""]",0.153379549,2.75946487,0.001348993
"[""Organic Hass Avocado""]","[""Organic Romaine Lettuce""]",0.024269848,2.75946487,0.001348993
"[""Large Lemon""]","[""Organic Baby Arugula""]",0.061462815,2.758971773,0.003810714
"[""Organic Baby Arugula""]","[""Large Lemon""]",0.171057133,2.758971773,0.003810714
"[""Organic Baby Spinach""]","[""Organic Romaine""]",0.024223222,2.758945036,0.001806279
"[""Organic Romaine""]","[""Organic Baby Spinach""]",0.205729167,2.758945036,0.001806279
"[""Organic Strawberries"",""Bag of Organic Bananas""]","[""Organic Peeled Whole Baby Carrots""]",0.051724138,2.758809924,0.001211807
"[""Organic Avocado""]","[""Organic Garnet Sweet Potato (Yam)""]",0.053988392,2.758474685,0.003048571
"[""Organic Garnet Sweet Potato (Yam)""]","[""Organic Avocado""]",0.15576324,2.758474685,0.003048571
"[""Organic Lemon""]","[""Organic Zucchini""]",0.096433666,2.75723794,0.002576043
"[""Organic Zucchini""]","[""Organic Lemon""]",0.073654391,2.75723794,0.002576043
"[""Organic Avocado"",""Banana""]","[""Seedless Red Grapes""]",0.085288809,2.756999087,0.00144045
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.205371901,2.754153898,0.00378785
"[""Cucumber Kirby""]","[""Michigan Organic Kale""]",0.05511811,2.752947136,0.00101365
"[""Michigan Organic Kale""]","[""Cucumber Kirby""]",0.050628093,2.752947136,0.00101365
"[""Organic Zucchini""]","[""Boneless Skinless Chicken Breasts""]",0.043800392,2.752397349,0.001531907
"[""Boneless Skinless Chicken Breasts""]","[""Organic Zucchini""]",0.096264368,2.752397349,0.001531907
"[""Red Peppers"",""Banana""]","[""Large Lemon""]",0.170644391,2.752314684,0.001089864
"[""Organic Garlic"",""Organic Yellow Onion""]","[""Large Lemon""]",0.170588235,2.751408945,0.001105107
"[""Organic Peeled Whole Baby Carrots""]","[""Organic Grape Tomatoes""]",0.080081301,2.748466492,0.001501421
"[""Organic Grape Tomatoes""]","[""Organic Peeled Whole Baby Carrots""]",0.051530212,2.748466492,0.001501421
"[""Organic Gala Apples"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.204938272,2.748338683,0.001265157
"[""Organic Strawberries""]","[""Organic Reduced Fat Milk""]",0.025243253,2.746386405,0.002095893
"[""Organic Reduced Fat Milk""]","[""Organic Strawberries""]",0.228026534,2.746386405,0.002095893
"[""Organic Garnet Sweet Potato (Yam)""]","[""Organic Baby Arugula""]",0.061137072,2.744349653,0.001196564
"[""Organic Baby Arugula""]","[""Organic Garnet Sweet Potato (Yam)""]",0.05371194,2.744349653,0.001196564
"[""Organic Avocado"",""Bag of Organic Bananas""]","[""Limes""]",0.126168224,2.74397589,0.001028893
"[""Organic Reduced Fat 2% Milk""]","[""Organic Raspberries""]",0.115960912,2.743439472,0.001356614
"[""Organic Raspberries""]","[""Organic Reduced Fat 2% Milk""]",0.032095204,2.743439472,0.001356614
"[""Grated Parmesan""]","[""Asparagus""]",0.080873672,2.743369597,0.001044136
"[""Asparagus""]","[""Grated Parmesan""]",0.035418821,2.743369597,0.001044136
"[""Organic Blackberries"",""Banana""]","[""Organic Strawberries""]",0.227536232,2.740481132,0.001196564
"[""Organic Baby Spinach"",""Banana""]","[""Limes""]",0.126,2.740317255,0.0019206
"[""Hass Avocados""]","[""Organic Blueberries""]",0.103690685,2.739659916,0.001798657
"[""Organic Blueberries""]","[""Hass Avocados""]",0.047523157,2.739659916,0.001798657
"[""Bunched Cilantro""]","[""Organic Red Onion""]",0.0796875,2.738532527,0.001166079
"[""Organic Red Onion""]","[""Bunched Cilantro""]",0.040073337,2.738532527,0.001166079
"[""Organic Garbanzo Beans""]","[""Organic Baby Spinach""]",0.204206836,2.738529718,0.001775793
"[""Organic Baby Spinach""]","[""Organic Garbanzo Beans""]",0.023814391,2.738529718,0.001775793
"[""Organic Fuji Apple"",""Organic Baby Spinach""]","[""Banana""]",0.39083558,2.738499709,0.001105107
"[""Organic Raspberries"",""Bag of Organic Bananas""]","[""Organic Grape Tomatoes""]",0.079775281,2.737963597,0.001082243
"[""Honeycrisp Apple""]","[""Orange Bell Pepper""]",0.038862292,2.735559288,0.001051757
"[""Orange Bell Pepper""]","[""Honeycrisp Apple""]",0.074034335,2.735559288,0.001051757
"[""Organic Strawberries"",""Bag of Organic Bananas""]","[""Organic Zucchini""]",0.095640859,2.734569938,0.0022407
"[""Organic Baby Spinach"",""Organic Strawberries""]","[""Organic Avocado""]",0.154362416,2.733666926,0.001928221
"[""Organic Hass Avocado""]","[""Organic Granny Smith Apple""]",0.048676813,2.732920842,0.002705607
"[""Organic Granny Smith Apple""]","[""Organic Hass Avocado""]",0.151904151,2.732920842,0.002705607
"[""Organic Grape Tomatoes""]","[""Fresh Cauliflower""]",0.055192257,2.73169404,0.001608121
"[""Fresh Cauliflower""]","[""Organic Grape Tomatoes""]",0.079592607,2.73169404,0.001608121
"[""Organic Grape Tomatoes""]","[""Red Peppers""]",0.060423751,2.729135953,0.00176055
"[""Red Peppers""]","[""Organic Grape Tomatoes""]",0.079518072,2.729135953,0.00176055
"[""Organic Yellow Onion""]","[""Limes""]",0.125407925,2.727440491,0.004100328
"[""Limes""]","[""Organic Yellow Onion""]",0.089176198,2.727440491,0.004100328
"[""Organic Strawberries"",""Banana""]","[""Organic Fuji Apple""]",0.067617295,2.723978416,0.00112035
"[""Green Bell Pepper""]","[""Organic Zucchini""]",0.095200317,2.721973946,0.001829143
"[""Organic Zucchini""]","[""Green Bell Pepper""]",0.052298976,2.721973946,0.001829143
"[""Organic Raspberries""]","[""Bag of Organic Bananas""]",0.320952038,2.720400251,0.013566143
"[""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.11498708,2.720400251,0.013566143
"[""Small Hass Avocado""]","[""Yellow Onions""]",0.077989043,2.720059629,0.001844386
"[""Yellow Onions""]","[""Small Hass Avocado""]",0.064327485,2.720059629,0.001844386
"[""Organic Kiwi""]","[""Organic Garlic""]",0.086170213,2.71916966,0.001234671
"[""Organic Garlic""]","[""Organic Kiwi""]",0.038961039,2.71916966,0.001234671
"[""Green Bell Pepper""]","[""Organic Cucumber""]",0.095596985,2.719094916,0.001836764
"[""Organic Cucumber""]","[""Green Bell Pepper""]",0.052243659,2.719094916,0.001836764
"[""Organic Lemon""]","[""Organic Gala Apples""]",0.058202568,2.718654579,0.001554771
"[""Organic Gala Apples""]","[""Organic Lemon""]",0.07262371,2.718654579,0.001554771
"[""Organic Hass Avocado""]","[""Organic Black Beans""]",0.032634033,2.716928165,0.0018139
"[""Organic Black Beans""]","[""Organic Hass Avocado""]",0.151015228,2.716928165,0.0018139
"[""Organic Baby Spinach"",""Banana""]","[""Organic Cucumber""]",0.0955,2.716336332,0.001455693
"[""Organic Baby Spinach""]","[""Michigan Organic Kale""]",0.054374489,2.715805985,0.0040546
"[""Michigan Organic Kale""]","[""Organic Baby Spinach""]",0.202512372,2.715805985,0.0040546
"[""Organic Baby Spinach""]","[""Ground Turkey Breast""]",0.019828291,2.715710068,0.001478557
"[""Ground Turkey Breast""]","[""Organic Baby Spinach""]",0.202505219,2.715710068,0.001478557
"[""Organic Gala Apples""]","[""Organic Baby Carrots""]",0.074403702,2.714049315,0.001592879
"[""Organic Baby Carrots""]","[""Organic Gala Apples""]",0.058103976,2.714049315,0.001592879
"[""Organic Raspberries"",""Bag of Organic Bananas""]","[""Organic Garlic""]",0.085955056,2.712380223,0.001166079
"[""Organic Baby Spinach""]","[""Organic Cucumber""]",0.095359771,2.712347756,0.007110793
"[""Organic Cucumber""]","[""Organic Baby Spinach""]",0.202254498,2.712347756,0.007110793
"[""Limes"",""Organic Hass Avocado""]","[""Organic Strawberries""]",0.22519084,2.71223287,0.001348993
"[""Honeycrisp Apple""]","[""Organic Baby Carrots""]",0.074345255,2.711917305,0.002012057
"[""Organic Baby Carrots""]","[""Honeycrisp Apple""]",0.073394495,2.711917305,0.002012057
"[""Michigan Organic Kale""]","[""Asparagus""]",0.079939094,2.711667163,0.0016005
"[""Asparagus""]","[""Michigan Organic Kale""]",0.054291624,2.711667163,0.0016005
"[""Organic Lemon""]","[""Organic Garnet Sweet Potato (Yam)""]",0.053067047,2.711399603,0.001417586
"[""Organic Garnet Sweet Potato (Yam)""]","[""Organic Lemon""]",0.072429907,2.711399603,0.001417586
"[""Organic Whole Milk"",""Banana""]","[""Organic Strawberries""]",0.225095785,2.711088022,0.001791036
"[""Organic Zucchini""]","[""Garlic""]",0.039660057,2.710289778,0.0013871
"[""Garlic""]","[""Organic Zucchini""]",0.094791667,2.710289778,0.0013871
"[""Organic Baby Arugula""]","[""Fresh Cauliflower""]",0.054738283,2.709224941,0.001219429
"[""Fresh Cauliflower""]","[""Organic Baby Arugula""]",0.060354583,2.709224941,0.001219429
"[""Organic Hass Avocado"",""Banana""]","[""Organic Strawberries""]",0.224920803,2.708980501,0.001623364
"[""Organic Large Extra Fancy Fuji Apple""]","[""Organic Strawberries""]",0.224835697,2.707955477,0.004953928
"[""Organic Strawberries""]","[""Organic Large Extra Fancy Fuji Apple""]",0.059665871,2.707955477,0.004953928
"[""Watermelon Chunks""]","[""Organic Strawberries""]",0.224824356,2.707818884,0.001463314
"[""Organic Strawberries""]","[""Watermelon Chunks""]",0.01762438,2.707818884,0.001463314
"[""Frozen Organic Wild Blueberries""]","[""Bag of Organic Bananas""]",0.319248826,2.705963776,0.002591286
"[""Bag of Organic Bananas""]","[""Frozen Organic Wild Blueberries""]",0.021963824,2.705963776,0.002591286
"[""Banana""]","[""Bartlett Pears""]",0.024885186,2.705186759,0.003551586
"[""Bartlett Pears""]","[""Banana""]",0.386081193,2.705186759,0.003551586
"[""Asparagus""]","[""Green Bell Pepper""]",0.05196484,2.704583361,0.001531907
"[""Green Bell Pepper""]","[""Asparagus""]",0.079730266,2.704583361,0.001531907
"[""Bag of Organic Bananas""]","[""Organic D'Anjou Pears""]",0.039018088,2.704450232,0.004603343
"[""Organic D'Anjou Pears""]","[""Bag of Organic Bananas""]",0.319070259,2.704450232,0.004603343
"[""Limes"",""Large Lemon""]","[""Organic Yellow Onion""]",0.088401254,2.703738957,0.001074621
"[""Seedless Red Grapes""]","[""Strawberries""]",0.133776792,2.702913327,0.004138436
"[""Strawberries""]","[""Seedless Red Grapes""]",0.083615645,2.702913327,0.004138436
"[""Organic Baby Spinach""]","[""Organic Extra Firm Tofu""]",0.024427637,2.702466963,0.001821521
"[""Organic Extra Firm Tofu""]","[""Organic Baby Spinach""]",0.201517707,2.702466963,0.001821521
"[""Organic Large Extra Fancy Fuji Apple"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.201438849,2.701409437,0.0014938
"[""Carrots""]","[""Limes""]",0.124148979,2.700060228,0.002362643
"[""Limes""]","[""Carrots""]",0.051384054,2.700060228,0.002362643
"[""Organic Strawberries""]","[""Organic American Cheese Singles""]",0.014319809,2.699551477,0.001188943
"[""Organic American Cheese Singles""]","[""Organic Strawberries""]",0.224137931,2.699551477,0.001188943
"[""Organic Strawberries""]","[""Organic Blackberries""]",0.058472554,2.698601934,0.00485485
"[""Organic Blackberries""]","[""Organic Strawberries""]",0.224059093,2.698601934,0.00485485
"[""Bag of Organic Bananas""]","[""Organic Whole Strawberries""]",0.024935401,2.6972374,0.002941871
"[""Organic Whole Strawberries""]","[""Bag of Organic Bananas""]",0.318219291,2.6972374,0.002941871
"[""Organic Gala Apples""]","[""Organic Peeled Whole Baby Carrots""]",0.050551798,2.696280828,0.001082243
"[""Organic Peeled Whole Baby Carrots""]","[""Organic Gala Apples""]",0.057723577,2.696280828,0.001082243
"[""Organic Strawberries""]","[""Organic Cucumber""]",0.094731045,2.694464694,0.007865314
"[""Organic Cucumber""]","[""Organic Strawberries""]",0.223715586,2.694464694,0.007865314
"[""Organic Baby Spinach""]","[""Organic Snipped Green Beans""]",0.015842191,2.692536376,0.001181321
"[""Organic Snipped Green Beans""]","[""Organic Baby Spinach""]",0.200777202,2.692536376,0.001181321
"[""Organic Broccoli""]","[""Bag of Organic Bananas""]",0.317604356,2.692025188,0.00400125
"[""Bag of Organic Bananas""]","[""Organic Broccoli""]",0.033914729,2.692025188,0.00400125
"[""Ezekiel 4:9 Bread Organic Sprouted Whole Grain""]","[""Organic Baby Spinach""]",0.200573066,2.689798794,0.001067
"[""Organic Baby Spinach""]","[""Ezekiel 4:9 Bread Organic Sprouted Whole Grain""]",0.014309076,2.689798794,0.001067
"[""Organic Yellow Onion""]","[""Michigan Organic Kale""]",0.053846154,2.689417587,0.00176055
"[""Michigan Organic Kale""]","[""Organic Yellow Onion""]",0.087933003,2.689417587,0.00176055
"[""Banana""]","[""Gala Apples""]",0.019651821,2.68873387,0.002804686
"[""Gala Apples""]","[""Banana""]",0.383733055,2.68873387,0.002804686
"[""Organic Cilantro""]","[""Organic Grape Tomatoes""]",0.078275666,2.686495402,0.002103514
"[""Organic Grape Tomatoes""]","[""Organic Cilantro""]",0.072194612,2.686495402,0.002103514
"[""Strawberries"",""Banana""]","[""Yellow Onions""]",0.077002053,2.685635944,0.001143214
"[""Organic Whole Milk""]","[""Grated Parmesan""]",0.034637327,2.682838851,0.001295643
"[""Grated Parmesan""]","[""Organic Whole Milk""]",0.100354191,2.682838851,0.001295643
"[""Original Hummus"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.316504854,2.682705778,0.001242293
"[""Organic Fuji Apple"",""Organic Strawberries""]","[""Banana""]",0.3828125,2.68228374,0.00112035
"[""Michigan Organic Kale""]","[""Yellow Onions""]",0.076893795,2.681860174,0.001539529
"[""Yellow Onions""]","[""Michigan Organic Kale""]",0.053694843,2.681860174,0.001539529
"[""Organic Bosc Pear""]","[""Organic Strawberries""]",0.222379603,2.678373911,0.001196564
"[""Organic Strawberries""]","[""Organic Bosc Pear""]",0.014411603,2.678373911,0.001196564
"[""Asparagus"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.315457413,2.673827631,0.001524286
"[""Limes"",""Large Lemon""]","[""Organic Baby Spinach""]",0.199373041,2.673705775,0.002423614
"[""Red Peppers"",""Banana""]","[""Organic Baby Spinach""]",0.19928401,2.672511816,0.001272779
"[""Organic Garlic"",""Organic Yellow Onion""]","[""Bag of Organic Bananas""]",0.315294118,2.672443532,0.002042543
"[""Organic Baby Spinach""]","[""Organic Riced Cauliflower""]",0.016762061,2.672336813,0.001249914
"[""Organic Riced Cauliflower""]","[""Organic Baby Spinach""]",0.19927096,2.672336813,0.001249914
"[""Organic Zucchini""]","[""Small Hass Avocado""]",0.063194596,2.672155887,0.002210214
"[""Small Hass Avocado""]","[""Organic Zucchini""]",0.093457944,2.672155887,0.002210214
"[""Large Lemon""]","[""Organic Garbanzo Beans""]",0.023232944,2.671666396,0.00144045
"[""Organic Garbanzo Beans""]","[""Large Lemon""]",0.165644172,2.671666396,0.00144045
"[""Cucumber Kirby""]","[""Organic Fuji Apple""]",0.066307501,2.67121305,0.001219429
"[""Organic Fuji Apple""]","[""Cucumber Kirby""]",0.049124962,2.67121305,0.001219429
"[""Asparagus"",""Organic Baby Spinach""]","[""Organic Strawberries""]",0.221745351,2.670734872,0.001181321
"[""Organic Baby Spinach"",""Bag of Organic Bananas""]","[""Organic Blueberries""]",0.101073345,2.670505952,0.001722443
"[""Bag of Organic Bananas""]","[""Organic Yellow Peaches""]",0.014082687,2.670195553,0.001661471
"[""Organic Yellow Peaches""]","[""Bag of Organic Bananas""]",0.315028902,2.670195553,0.001661471
"[""Organic Grape Tomatoes""]","[""Organic Lacinato (Dinosaur) Kale""]",0.035835731,2.670057037,0.001044136
"[""Organic Lacinato (Dinosaur) Kale""]","[""Organic Grape Tomatoes""]",0.077796706,2.670057037,0.001044136
"[""Organic Whole Strawberries""]","[""Organic Hass Avocado""]",0.148392415,2.669740908,0.001371857
"[""Organic Hass Avocado""]","[""Organic Whole Strawberries""]",0.024681201,2.669740908,0.001371857
"[""Seedless Red Grapes""]","[""Organic Baby Carrots""]",0.073170732,2.669073822,0.002263564
"[""Organic Baby Carrots""]","[""Seedless Red Grapes""]",0.082568807,2.669073822,0.002263564
"[""Broccoli Crown""]","[""Small Hass Avocado""]",0.063096862,2.668023266,0.001409964
"[""Small Hass Avocado""]","[""Broccoli Crown""]",0.059619723,2.668023266,0.001409964
"[""Asparagus""]","[""Garlic""]",0.039038263,2.667797608,0.001150836
"[""Garlic""]","[""Asparagus""]",0.078645833,2.667797608,0.001150836
"[""Bag of Organic Bananas""]","[""Milk, Organic, Vitamin D""]",0.011627907,2.667283298,0.001371857
"[""Milk, Organic, Vitamin D""]","[""Bag of Organic Bananas""]",0.314685315,2.667283298,0.001371857
"[""Organic Blueberries"",""Bag of Organic Bananas""]","[""Organic Baby Spinach""]",0.19876869,2.665601082,0.001722443
"[""Red Vine Tomato""]","[""Organic Cucumber""]",0.093554163,2.660990281,0.001592879
"[""Organic Cucumber""]","[""Red Vine Tomato""]",0.045306742,2.660990281,0.001592879
"[""Organic Yellow Onion"",""Organic Zucchini""]","[""Bag of Organic Bananas""]",0.3138833,2.660485393,0.001188943
"[""Organic Raspberries""]","[""Fresh Cauliflower""]",0.05373242,2.659440613,0.002271186
"[""Fresh Cauliflower""]","[""Organic Raspberries""]",0.112410411,2.659440613,0.002271186
"[""Organic Extra Firm Tofu""]","[""Limes""]",0.122259696,2.658971078,0.001105107
"[""Limes""]","[""Organic Extra Firm Tofu""]",0.024034477,2.658971078,0.001105107
"[""Organic Granny Smith Apple""]","[""Organic Grape Tomatoes""]",0.077449722,2.658148197,0.001379479
"[""Organic Grape Tomatoes""]","[""Organic Granny Smith Apple""]",0.047345017,2.658148197,0.001379479
"[""Organic Garnet Sweet Potato (Yam)""]","[""Organic Tomato Cluster""]",0.051401869,2.657363219,0.001006029
"[""Organic Tomato Cluster""]","[""Organic Garnet Sweet Potato (Yam)""]",0.052009456,2.657363219,0.001006029
"[""Yellow Onions"",""Large Lemon""]","[""Organic Baby Spinach""]",0.198125837,2.65698006,0.001127971
"[""Organic Sticks Low Moisture Part Skim Mozzarella String Cheese""]","[""Organic Strawberries""]",0.220566319,2.656534435,0.002255943
"[""Organic Strawberries""]","[""Organic Sticks Low Moisture Part Skim Mozzarella String Cheese""]",0.02717092,2.656534435,0.002255943
"[""Limes"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.313341493,2.655893023,0.001951086
"[""Organic Avocado"",""Bag of Organic Bananas""]","[""Large Lemon""]",0.164485981,2.652986001,0.001341371
"[""Organic Avocado""]","[""Organic Cilantro""]",0.071264678,2.651890853,0.004024114
"[""Organic Cilantro""]","[""Organic Avocado""]",0.149744753,2.651890853,0.004024114
"[""Banana""]","[""Sweet Potato Yam""]",0.00822386,2.651214816,0.0011737
"[""Sweet Potato Yam""]","[""Banana""]",0.378378378,2.651214816,0.0011737
"[""Organic Baby Spinach""]","[""Organic Garlic""]",0.084014718,2.651151304,0.006264814
"[""Organic Garlic""]","[""Organic Baby Spinach""]",0.197691198,2.651151304,0.006264814
"[""Organic Baby Spinach""]","[""Creamy Almond Butter""]",0.017170891,2.650559377,0.0012804
"[""Creamy Almond Butter""]","[""Organic Baby Spinach""]",0.197647059,2.650559377,0.0012804
"[""Organic Baby Spinach"",""Banana""]","[""Organic Whole Milk""]",0.099,2.646636308,0.001509043
"[""Organic Orange Bell Pepper""]","[""Bag of Organic Bananas""]",0.31211499,2.645497137,0.001158457
"[""Bag of Organic Bananas""]","[""Organic Orange Bell Pepper""]",0.009819121,2.645497137,0.001158457
"[""Asparagus""]","[""Organic Lemon""]",0.070579111,2.642115415,0.00208065
"[""Organic Lemon""]","[""Asparagus""]",0.07788873,2.642115415,0.00208065
"[""Red Vine Tomato""]","[""Asparagus""]",0.077887198,2.642063429,0.001326129
"[""Asparagus""]","[""Red Vine Tomato""]",0.044984488,2.642063429,0.001326129
"[""Feta Cheese Crumbles""]","[""Limes""]",0.121463078,2.641645781,0.001341371
"[""Limes""]","[""Feta Cheese Crumbles""]",0.029172882,2.641645781,0.001341371
"[""Organic Avocado""]","[""Orange Bell Pepper""]",0.037521933,2.641209913,0.002118757
"[""Orange Bell Pepper""]","[""Organic Avocado""]",0.149141631,2.641209913,0.002118757
"[""Organic Avocado""]","[""Organic Black Beans""]",0.031718181,2.640679414,0.001791036
"[""Organic Black Beans""]","[""Organic Avocado""]",0.149111675,2.640679414,0.001791036
"[""Organic Yellow Onion"",""Organic Baby Spinach""]","[""Bag of Organic Bananas""]",0.311497326,2.640261801,0.001775793
"[""Organic Baby Carrots"",""Organic Avocado""]","[""Banana""]",0.376623377,2.638917901,0.001105107
"[""Broccoli Crown"",""Banana""]","[""Organic Baby Spinach""]",0.196756757,2.63861992,0.0013871
"[""Carrots""]","[""Organic Lemon""]",0.070484581,2.638576734,0.001341371
"[""Organic Lemon""]","[""Carrots""]",0.05021398,2.638576734,0.001341371
"[""Organic Unsweetened Almond Milk""]","[""Organic Hass Avocado""]",0.146599265,2.637480176,0.002431236
"[""Organic Hass Avocado""]","[""Organic Unsweetened Almond Milk""]",0.043740573,2.637480176,0.002431236
"[""Organic Raspberries""]","[""Organic Gala Apples""]",0.056437072,2.636187878,0.002385507
"[""Organic Gala Apples""]","[""Organic Raspberries""]",0.111427554,2.636187878,0.002385507
"[""Large Lemon"",""Banana""]","[""Strawberries""]",0.13021316,2.630911388,0.002141621
"[""Limes"",""Organic Avocado"",""Large Lemon""]","[""Banana""]",0.375321337,2.629794792,0.001112729
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic Cilantro""]",0.070661157,2.629432715,0.001303264
"[""Bag of Organic Bananas""]","[""Organic Bosc Pear""]",0.014147287,2.629251213,0.001669093
"[""Organic Bosc Pear""]","[""Bag of Organic Bananas""]",0.3101983,2.629251213,0.001669093
"[""Small Hass Avocado"",""Banana""]","[""Large Lemon""]",0.16300578,2.629111916,0.001074621
"[""Organic Hass Avocado"",""Large Lemon""]","[""Organic Strawberries""]",0.218281037,2.629010149,0.001219429
"[""Organic Chicken & Apple Sausage""]","[""Bag of Organic Bananas""]",0.309917355,2.626869915,0.001143214
"[""Bag of Organic Bananas""]","[""Organic Chicken & Apple Sausage""]",0.009689922,2.626869915,0.001143214
"[""Organic Basil""]","[""Large Lemon""]",0.162847791,2.626563706,0.001516664
"[""Large Lemon""]","[""Organic Basil""]",0.0244622,2.626563706,0.001516664
"[""Organic Raspberries"",""Organic Strawberries""]","[""Organic Whole Milk""]",0.098203593,2.625345397,0.001249914
"[""Organic Yellow Onion"",""Organic Baby Spinach""]","[""Organic Strawberries""]",0.217914439,2.624594783,0.001242293
"[""Apple Honeycrisp Organic""]","[""Organic Baby Carrots""]",0.071936057,2.624036164,0.001234671
"[""Organic Baby Carrots""]","[""Apple Honeycrisp Organic""]",0.045037531,2.624036164,0.001234671
"[""Organic Frozen Peas""]","[""Bag of Organic Bananas""]",0.309428951,2.622730182,0.001775793
"[""Bag of Organic Bananas""]","[""Organic Frozen Peas""]",0.01505168,2.622730182,0.001775793
"[""Large Lemon""]","[""Organic Lacinato (Dinosaur) Kale""]",0.03515673,2.619465877,0.002179729
"[""Organic Lacinato (Dinosaur) Kale""]","[""Large Lemon""]",0.162407723,2.619465877,0.002179729
"[""Small Hass Avocado""]","[""Organic Garnet Sweet Potato (Yam)""]",0.051240735,2.618086281,0.001211807
"[""Organic Garnet Sweet Potato (Yam)""]","[""Small Hass Avocado""]",0.061915888,2.618086281,0.001211807
"[""Organic Avocado""]","[""Organic Baby Arugula""]",0.058307464,2.617332888,0.003292457
"[""Organic Baby Arugula""]","[""Organic Avocado""]",0.147793363,2.617332888,0.003292457
"[""Organic Cilantro""]","[""Small Hass Avocado""]",0.061826432,2.614303688,0.001661471
"[""Small Hass Avocado""]","[""Organic Cilantro""]",0.070254592,2.614303688,0.001661471
"[""Organic Baby Spinach""]","[""Organic Roma Tomato""]",0.024325429,2.614017403,0.0018139
"[""Organic Roma Tomato""]","[""Organic Baby Spinach""]",0.194922195,2.614017403,0.0018139
"[""Organic Avocado""]","[""Organic Reduced Fat Milk""]",0.024024835,2.613826311,0.001356614
"[""Organic Reduced Fat Milk""]","[""Organic Avocado""]",0.147595357,2.613826311,0.001356614
"[""Limes"",""Banana""]","[""Strawberries""]",0.129226146,2.610969104,0.001310886
"[""Organic Whole Milk"",""Banana""]","[""Large Lemon""]",0.161877395,2.61091224,0.001288021
"[""Air Chilled Organic Boneless Skinless Chicken Breasts""]","[""Organic Strawberries""]",0.216718266,2.610187901,0.001067
"[""Organic Strawberries""]","[""Air Chilled Organic Boneless Skinless Chicken Breasts""]",0.012851111,2.610187901,0.001067
"[""Organic Carrot Bunch""]","[""Asparagus""]",0.076923077,2.609358842,0.001021271
"[""Asparagus""]","[""Organic Carrot Bunch""]",0.034643226,2.609358842,0.001021271
"[""Organic Baby Broccoli""]","[""Organic Raspberries""]",0.110288675,2.609243917,0.001135593
"[""Organic Raspberries""]","[""Organic Baby Broccoli""]",0.02686621,2.609243917,0.001135593
"[""Green Beans""]","[""Limes""]",0.119827586,2.606076207,0.001059379
"[""Limes""]","[""Green Beans""]",0.023039947,2.606076207,0.001059379
"[""Organic Baby Carrots""]","[""Organic Grape Tomatoes""]",0.07589658,2.604842906,0.00208065
"[""Organic Grape Tomatoes""]","[""Organic Baby Carrots""]",0.071409888,2.604842906,0.00208065
"[""Small Hass Avocado""]","[""Original Hummus""]",0.056719304,2.603947916,0.001341371
"[""Original Hummus""]","[""Small Hass Avocado""]",0.061581526,2.603947916,0.001341371
